SMILES,SENTENCE
C(Cc1ccccc1)C(CC=O)C,"aldehydic,lily,fresh,waxy,woody"
c1(CCC(C)CC=O)ccccc1,"aldehydic,lily,fresh,waxy,woody"
c1ccccc1CCC(CC=O)C,"aldehydic,lily,fresh,waxy,woody"
C(C(C)CCc1ccccc1)C=O,"aldehydic,lily,fresh,waxy,woody"
C(CC(C)CC=O)c1ccccc1,"aldehydic,lily,fresh,waxy,woody"
C(=O)CC(CCc1ccccc1)C,"aldehydic,lily,fresh,waxy,woody"
c1cccc(c1)CCC(C)CC=O,"aldehydic,lily,fresh,waxy,woody"
c1c(CCO)c(ccc1)C,"fresh,rose,green"
c1cc(CCO)c(cc1)C,"fresh,rose,green"
c1c(c(ccc1)C)CCO,"fresh,rose,green"
C(c1c(C)cccc1)CO,"fresh,rose,green"
c1cccc(CCO)c1C,"fresh,rose,green"
c1cccc(c1CCO)C,"fresh,rose,green"
C(O)Cc1c(C)cccc1,"fresh,rose,green"
C(Cc1c(cccc1)C)O,"fresh,rose,green"
C(c1c(cccc1)C)CO,"fresh,rose,green"
c1(CCO)c(cccc1)C,"fresh,rose,green"
OCCc1ccccc1C,"fresh,rose,green"
C(CO)c1c(cccc1)C,"fresh,rose,green"
c1c(C)c(CCO)ccc1,"fresh,rose,green"
c1cccc(C)c1CCO,"fresh,rose,green"
c1cccc(c1C)CCO,"fresh,rose,green"
c1(C)ccccc1CCO,"fresh,rose,green"
CC1NCCCC1,"seafood,earthy"
C1CNC(C)CC1,"seafood,earthy"
C1CCCNC1C,"seafood,earthy"
N1C(C)CCCC1,"seafood,earthy"
C1CC(NCC1)C,"seafood,earthy"
C1(C)NCCCC1,"seafood,earthy"
CC1CCCCN1,"seafood,earthy"
C1C(C)NCCC1,"seafood,earthy"
C1CC(C)NCC1,"seafood,earthy"
N1C(CCCC1)C,"seafood,earthy"
C1CCCC(N1)C,"seafood,earthy"
C1NC(CCC1)C,"seafood,earthy"
C1CCCC(C)N1,"seafood,earthy"
C1CCC(C)NC1,"seafood,earthy"
OCc1cc(c(cc1)O)OC,"vanilla"
OCc1ccc(O)c(c1)OC,"vanilla"
COc1cc(CO)ccc1O,"vanilla"
c1(c(O)ccc(CO)c1)OC,"vanilla"
O(c1c(ccc(CO)c1)O)C,"vanilla"
C(c1ccc(O)c(c1)OC)O,"vanilla"
c1cc(c(OC)cc1CO)O,"vanilla"
C(O)c1ccc(O)c(c1)OC,"vanilla"
O(C)c1c(ccc(CO)c1)O,"vanilla"
c1(c(OC)cc(cc1)CO)O,"vanilla"
c1(c(ccc(CO)c1)O)OC,"vanilla"
c1(CO)ccc(c(c1)OC)O,"vanilla"
c1c(c(cc(CO)c1)OC)O,"vanilla"
c1cc(cc(c1O)OC)CO,"vanilla"
Oc1ccc(CO)cc1OC,"vanilla"
COc1c(O)ccc(CO)c1,"vanilla"
c1cc(CO)cc(c1O)OC,"vanilla"
Cc1ccc(c(c1)C)O,"phenolic,medicinal,smoky,leather"
Cc1cc(c(O)cc1)C,"phenolic,medicinal,smoky,leather"
c1(c(cc(cc1)C)C)O,"phenolic,medicinal,smoky,leather"
c1(C)c(O)ccc(C)c1,"phenolic,medicinal,smoky,leather"
c1c(cc(c(O)c1)C)C,"phenolic,medicinal,smoky,leather"
c1cc(O)c(cc1C)C,"phenolic,medicinal,smoky,leather"
c1c(ccc(O)c1C)C,"phenolic,medicinal,smoky,leather"
c1(C)ccc(O)c(c1)C,"phenolic,medicinal,smoky,leather"
Cc1cc(c(cc1)O)C,"phenolic,medicinal,smoky,leather"
c1(O)c(cc(C)cc1)C,"phenolic,medicinal,smoky,leather"
Cc1ccc(O)c(c1)C,"phenolic,medicinal,smoky,leather"
c1c(C)c(ccc1C)O,"phenolic,medicinal,smoky,leather"
c1c(c(ccc1C)O)C,"phenolic,medicinal,smoky,leather"
c1cc(cc(C)c1O)C,"phenolic,medicinal,smoky,leather"
Cc1c(ccc(C)c1)O,"phenolic,medicinal,smoky,leather"
c1c(c(O)ccc1C)C,"phenolic,medicinal,smoky,leather"
c1(c(O)ccc(C)c1)C,"phenolic,medicinal,smoky,leather"
Cc1cc(ccc1O)C,"phenolic,medicinal,smoky,leather"
Cc1cc(C)ccc1O,"phenolic,medicinal,smoky,leather"
C(=CC(=O)OCCc1ccccc1)(C)C,"sweet,resinous,fruity,floral"
c1ccc(CCOC(C=C(C)C)=O)cc1,"sweet,resinous,fruity,floral"
c1cccc(CCOC(C=C(C)C)=O)c1,"sweet,resinous,fruity,floral"
CC(C)=CC(=O)OCCc1ccccc1,"sweet,resinous,fruity,floral"
c1ccccc1CCOC(=O)C=C(C)C,"sweet,resinous,fruity,floral"
CC(=CC(OCCc1ccccc1)=O)C,"sweet,resinous,fruity,floral"
c1ccc(CCOC(=O)C=C(C)C)cc1,"sweet,resinous,fruity,floral"
c1cc(CCOC(=O)C=C(C)C)ccc1,"sweet,resinous,fruity,floral"
c1ccc(cc1)CCOC(C=C(C)C)=O,"sweet,resinous,fruity,floral"
C(OCCc1ccccc1)(=O)C=C(C)C,"sweet,resinous,fruity,floral"
O(CCc1ccccc1)C(C=C(C)C)=O,"sweet,resinous,fruity,floral"
c1c(cccc1)CCOC(C=C(C)C)=O,"sweet,resinous,fruity,floral"
O=C(C=C(C)C)OCCc1ccccc1,"sweet,resinous,fruity,floral"
c1(CCOC(C=C(C)C)=O)ccccc1,"sweet,resinous,fruity,floral"
c1c(cccc1)CCOC(=O)C=C(C)C,"sweet,resinous,fruity,floral"
c1ccc(cc1)CCOC(=O)C=C(C)C,"sweet,resinous,fruity,floral"
c1ccccc1CCOC(C=C(C)C)=O,"sweet,resinous,fruity,floral"
c1oc(CCCC)cn1,"meat,fatty,animalic,overripe"
n1coc(c1)CCCC,"meat,fatty,animalic,overripe"
c1oc(cn1)CCCC,"meat,fatty,animalic,overripe"
C(Cc1cnco1)CC,"meat,fatty,animalic,overripe"
C(C)CCc1cnco1,"meat,fatty,animalic,overripe"
C(CCC)c1cnco1,"meat,fatty,animalic,overripe"
CCCCc1cnco1,"meat,fatty,animalic,overripe"
o1cncc1CCCC,"meat,fatty,animalic,overripe"
c1(CCCC)ocnc1,"meat,fatty,animalic,overripe"
c1ncc(CCCC)o1,"meat,fatty,animalic,overripe"
o1c(CCCC)cnc1,"meat,fatty,animalic,overripe"
n1coc(CCCC)c1,"meat,fatty,animalic,overripe"
c1ncoc1CCCC,"meat,fatty,animalic,overripe"
C(CCC)c1ocnc1,"meat,fatty,animalic,overripe"
CCCCc1ocnc1,"meat,fatty,animalic,overripe"
CCOC(=O)CC(CC)C,"fruity,cheese"
C(CC)(C)CC(=O)OCC,"fruity,cheese"
CCC(CC(=O)OCC)C,"fruity,cheese"
C(OC(=O)CC(CC)C)C,"fruity,cheese"
C(C(C)CC)C(=O)OCC,"fruity,cheese"
C(C)C(C)CC(=O)OCC,"fruity,cheese"
O(C(CC(C)CC)=O)CC,"fruity,cheese"
C(=O)(OCC)CC(C)CC,"fruity,cheese"
C(C(CC(OCC)=O)C)C,"fruity,cheese"
O(C(=O)CC(CC)C)CC,"fruity,cheese"
CC(CC)CC(=O)OCC,"fruity,cheese"
C(CC(OCC)=O)(CC)C,"fruity,cheese"
CC(CC)CC(OCC)=O,"fruity,cheese"
C(CC(C)CC)(=O)OCC,"fruity,cheese"
C(C(CC)C)C(OCC)=O,"fruity,cheese"
CCOC(=O)CC(C)CC,"fruity,cheese"
C(C(OCC)=O)C(C)CC,"fruity,cheese"
C(CC(CC)C)(=O)OCC,"fruity,cheese"
C(OC(CCCCCCC)=O)/C=C(\C)CCC=C(C)C,"herbal,rose,fruity,cognac"
O=C(CCCCCCC)OC/C=C(\C)CCC=C(C)C,"herbal,rose,fruity,cognac"
C(CCCCCC(=O)OC/C=C(/CCC=C(C)C)C)C,"herbal,rose,fruity,cognac"
C(CC/C(C)=C/COC(=O)CCCCCCC)=C(C)C,"herbal,rose,fruity,cognac"
C(OC/C=C(/CCC=C(C)C)C)(=O)CCCCCCC,"herbal,rose,fruity,cognac"
C(C(OC/C=C(/CCC=C(C)C)C)=O)CCCCCC,"herbal,rose,fruity,cognac"
O(C(CCCCCCC)=O)C/C=C(\C)CCC=C(C)C,"herbal,rose,fruity,cognac"
C(=CCC/C(C)=C/COC(CCCCCCC)=O)(C)C,"herbal,rose,fruity,cognac"
C(=CCC/C(=C/COC(=O)CCCCCCC)C)(C)C,"herbal,rose,fruity,cognac"
C(C)(C)=CCC/C(=C/COC(=O)CCCCCCC)C,"herbal,rose,fruity,cognac"
O(C/C=C(\C)CCC=C(C)C)C(CCCCCCC)=O,"herbal,rose,fruity,cognac"
C(OC(=O)CCCCCCC)/C=C(\C)CCC=C(C)C,"herbal,rose,fruity,cognac"
C/C(=C\COC(=O)CCCCCCC)CCC=C(C)C,"herbal,rose,fruity,cognac"
C(C)CCCCCC(=O)OC/C=C(/CCC=C(C)C)C,"herbal,rose,fruity,cognac"
C(C=C(C)C)C/C(C)=C/COC(=O)CCCCCCC,"herbal,rose,fruity,cognac"
CCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,"herbal,rose,fruity,cognac"
O=C(OC/C=C(/CCC=C(C)C)C)CCCCCCC,"herbal,rose,fruity,cognac"
C(CC)CCCCC(=O)OC/C=C(\C)CCC=C(C)C,"herbal,rose,fruity,cognac"
C(CC=C(C)C)/C(=C/COC(=O)CCCCCCC)C,"herbal,rose,fruity,cognac"
C(\C)(CCC=C(C)C)=C\COC(=O)CCCCCCC,"herbal,rose,fruity,cognac"
C(\CCC=C(C)C)(=C/COC(CCCCCCC)=O)C,"herbal,rose,fruity,cognac"
CCCOC(C)OCCC,"fresh,musty,leaf,herbal"
C(C)COC(C)OCCC,"fresh,musty,leaf,herbal"
C(COC(C)OCCC)C,"fresh,musty,leaf,herbal"
C(C)(OCCC)OCCC,"fresh,musty,leaf,herbal"
O(CCC)C(C)OCCC,"fresh,musty,leaf,herbal"
C(CC)OC(OCCC)C,"fresh,musty,leaf,herbal"
C(COC(OCCC)C)C,"fresh,musty,leaf,herbal"
CCCOC(OCCC)C,"fresh,musty,leaf,herbal"
C(CC)OC(C)OCCC,"fresh,musty,leaf,herbal"
CC(OCCC)OCCC,"fresh,musty,leaf,herbal"
C(OC(C)OCCC)CC,"fresh,musty,leaf,herbal"
C(OCCC)(C)OCCC,"fresh,musty,leaf,herbal"
O(C(C)OCCC)CCC,"fresh,musty,leaf,herbal"
C(OCCC)(OCCC)C,"fresh,musty,leaf,herbal"
C1C2C3CC=CC3C1CC2OCC=O,"fruity"
C1=CCC2C3CC(CC3OCC=O)C21,"fruity"
C12C(C=CC2)C2CC(C1C2)OCC=O,"fruity"
C1C2CC(C3CC=CC23)C1OCC=O,"fruity"
C1C2CC(C1OCC=O)C1CC=CC21,"fruity"
C(OC1CC2C3C(CC=C3)C1C2)C=O,"fruity"
C1C2C3CC(CC3OCC=O)C2C=C1,"fruity"
C1C2C(C3CC2CC3OCC=O)CC=1,"fruity"
C12C(CC=C1)C1CC2CC1OCC=O,"fruity"
C(OC1C2C3C(C(C1)C2)C=CC3)C=O,"fruity"
C1=CC2C3CC(C2C1)C(C3)OCC=O,"fruity"
C1C(C2C3CC=CC3C1C2)OCC=O,"fruity"
O(CC=O)C1CC2CC1C1CC=CC21,"fruity"
C1CC2C(C3CC(OCC=O)C2C3)C=1,"fruity"
C12C(CC(C3C2CC=C3)C1)OCC=O,"fruity"
O(C1CC2CC1C1C2C=CC1)CC=O,"fruity"
C1=CCC2C3C(OCC=O)CC(C12)C3,"fruity"
C1C=CC2C3CC(OCC=O)C(C12)C3,"fruity"
O(CC=O)C1C2C3C(C=CC3)C(C2)C1,"fruity"
O1C(CCC2C1CCCC2)=O,"sweet,herbal,vanilla,green,grass,woody"
C1CC2C(CCCC2)OC1=O,"sweet,herbal,vanilla,green,grass,woody"
C1CCCC2C1OC(CC2)=O,"sweet,herbal,vanilla,green,grass,woody"
C1(=O)CCC2CCCCC2O1,"sweet,herbal,vanilla,green,grass,woody"
C1C2C(CCC(O2)=O)CCC1,"sweet,herbal,vanilla,green,grass,woody"
C1CCC2C(C1)CCC(=O)O2,"sweet,herbal,vanilla,green,grass,woody"
C1C2OC(=O)CCC2CCC1,"sweet,herbal,vanilla,green,grass,woody"
C1C2CCCCC2OC(=O)C1,"sweet,herbal,vanilla,green,grass,woody"
O=C1CCC2C(CCCC2)O1,"sweet,herbal,vanilla,green,grass,woody"
C12C(CCCC2)OC(CC1)=O,"sweet,herbal,vanilla,green,grass,woody"
C12CCCCC2CCC(O1)=O,"sweet,herbal,vanilla,green,grass,woody"
C1(CCC2CCCCC2O1)=O,"sweet,herbal,vanilla,green,grass,woody"
C1CCC2CCC(OC2C1)=O,"sweet,herbal,vanilla,green,grass,woody"
C12CCC(OC1CCCC2)=O,"sweet,herbal,vanilla,green,grass,woody"
O1C2C(CCCC2)CCC1=O,"sweet,herbal,vanilla,green,grass,woody"
C1C2CCCCC2OC(C1)=O,"sweet,herbal,vanilla,green,grass,woody"
C1CC2CCC(OC2CC1)=O,"sweet,herbal,vanilla,green,grass,woody"
O=C1CCC2CCCCC2O1,"sweet,herbal,vanilla,green,grass,woody"
C1CC2C(CCC(O2)=O)CC1,"sweet,herbal,vanilla,green,grass,woody"
C(CC)(C(=O)OCC)CCCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(CCCC)(CC)C(OCC)=O,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCC(CCCC)C(=O)OCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(=O)(OCC)C(CC)CCCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCC(C(OCC)=O)CCCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCOC(C(CCCC)CC)=O,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(C)CCC(C(OCC)=O)CC,"fresh,violetflower,fruity,herbal,resinous,spicy"
O(C(C(CCCC)CC)=O)CC,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(=O)(C(CC)CCCC)OCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCC(C(=O)OCC)CCCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
O=C(OCC)C(CC)CCCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCCCC(C(=O)OCC)CC,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCCCC(CC)C(=O)OCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(C(CC)C(=O)OCC)CCC,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCCCC(C(OCC)=O)CC,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(C(OCC)=O)(CCCC)CC,"fresh,violetflower,fruity,herbal,resinous,spicy"
CCOC(=O)C(CCCC)CC,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(OCC)(C(CC)CCCC)=O,"fresh,violetflower,fruity,herbal,resinous,spicy"
O=C(OCC)C(CCCC)CC,"fresh,violetflower,fruity,herbal,resinous,spicy"
C(\COC(=O)C=CC)=C(\CCC=C(C)C)C,"fresh,rose"
C(C)=CC(=O)OC/C=C(/C)CCC=C(C)C,"fresh,rose"
C(C)(C)=CCC/C(C)=C\COC(C=CC)=O,"fresh,rose"
C(=O)(C=CC)OC/C=C(\CCC=C(C)C)C,"fresh,rose"
C(C(=O)OC/C=C(/C)CCC=C(C)C)=CC,"fresh,rose"
C(C=C(C)C)C/C(C)=C\COC(C=CC)=O,"fresh,rose"
CC=CC(OC/C=C(/C)CCC=C(C)C)=O,"fresh,rose"
C(OC(=O)C=CC)/C=C(/C)CCC=C(C)C,"fresh,rose"
C(=C(C)C)CC/C(=C\COC(C=CC)=O)C,"fresh,rose"
O(C/C=C(/C)CCC=C(C)C)C(C=CC)=O,"fresh,rose"
CC(=CCC/C(=C\COC(=O)C=CC)C)C,"fresh,rose"
C(C)(=CCC/C(C)=C\COC(C=CC)=O)C,"fresh,rose"
C(C)(C)=CCC/C(=C\COC(C=CC)=O)C,"fresh,rose"
CC=CC(=O)OC/C=C(\CCC=C(C)C)/C,"fresh,rose"
C(C(OC/C=C(/C)CCC=C(C)C)=O)=CC,"fresh,rose"
C(C=CC)(OC/C=C(\CCC=C(C)C)C)=O,"fresh,rose"
C(=CCC/C(=C\COC(C=CC)=O)C)(C)C,"fresh,rose"
O=C(C(C)C)OC(c1ccccc1)C,"tropicalfruit,jasmin"
O(C(c1ccccc1)C)C(=O)C(C)C,"tropicalfruit,jasmin"
CC(c1ccccc1)OC(=O)C(C)C,"tropicalfruit,jasmin"
c1cc(ccc1)C(C)OC(=O)C(C)C,"tropicalfruit,jasmin"
C(C)(C(OC(C)c1ccccc1)=O)C,"tropicalfruit,jasmin"
C(C(C)C)(=O)OC(C)c1ccccc1,"tropicalfruit,jasmin"
c1(ccccc1)C(OC(C(C)C)=O)C,"tropicalfruit,jasmin"
c1(C(C)OC(=O)C(C)C)ccccc1,"tropicalfruit,jasmin"
c1c(C(C)OC(=O)C(C)C)cccc1,"tropicalfruit,jasmin"
CC(C)C(=O)OC(C)c1ccccc1,"tropicalfruit,jasmin"
O=C(OC(c1ccccc1)C)C(C)C,"tropicalfruit,jasmin"
c1(C(OC(=O)C(C)C)C)ccccc1,"tropicalfruit,jasmin"
c1cccc(c1)C(C)OC(=O)C(C)C,"tropicalfruit,jasmin"
CC(OC(=O)C(C)C)c1ccccc1,"tropicalfruit,jasmin"
c1(ccccc1)C(C)OC(=O)C(C)C,"tropicalfruit,jasmin"
c1cc(C(OC(C(C)C)=O)C)ccc1,"tropicalfruit,jasmin"
C(C(C)C)(=O)OC(c1ccccc1)C,"tropicalfruit,jasmin"
C(C)(C)C(OC(C)c1ccccc1)=O,"tropicalfruit,jasmin"
CC(CCCC(C)(C=C)O)C,"woody,fruity"
CC(CCCC(O)(C=C)C)C,"woody,fruity"
C(C)(CCCC(O)(C=C)C)C,"woody,fruity"
C(CCCC(C)C)(O)(C=C)C,"woody,fruity"
CC(C)CCCC(C)(C=C)O,"woody,fruity"
OC(C=C)(CCCC(C)C)C,"woody,fruity"
C(C(C)(O)C=C)CCC(C)C,"woody,fruity"
C(CC(O)(C=C)C)CC(C)C,"woody,fruity"
C(C)(CCCC(C=C)(O)C)C,"woody,fruity"
CC(C)CCCC(O)(C)C=C,"woody,fruity"
C(CCC(O)(C=C)C)C(C)C,"woody,fruity"
C(CCC(C=C)(C)O)C(C)C,"woody,fruity"
C=CC(CCCC(C)C)(O)C,"woody,fruity"
C(=C)C(C)(CCCC(C)C)O,"woody,fruity"
C(O)(C)(C=C)CCCC(C)C,"woody,fruity"
CC(O)(C=C)CCCC(C)C,"woody,fruity"
C(C(C)C)CCC(C)(C=C)O,"woody,fruity"
C(C)(C)CCCC(O)(C)C=C,"woody,fruity"
C(C(O)(C)CCCC(C)C)=C,"woody,fruity"
CC(C)CCCC(C=C)(O)C,"woody,fruity"
c1c(C=CC=O)ccc(OC)c1,"smoky,cinnamon,vanilla,cherry"
c1cc(ccc1C=CC=O)OC,"smoky,cinnamon,vanilla,cherry"
c1(ccc(cc1)C=CC=O)OC,"smoky,cinnamon,vanilla,cherry"
COc1ccc(C=CC=O)cc1,"smoky,cinnamon,vanilla,cherry"
c1c(C=CC=O)ccc(c1)OC,"smoky,cinnamon,vanilla,cherry"
O(c1ccc(cc1)C=CC=O)C,"smoky,cinnamon,vanilla,cherry"
C(C=Cc1ccc(OC)cc1)=O,"smoky,cinnamon,vanilla,cherry"
c1c(OC)ccc(C=CC=O)c1,"smoky,cinnamon,vanilla,cherry"
c1cc(OC)ccc1C=CC=O,"smoky,cinnamon,vanilla,cherry"
c1(ccc(cc1)OC)C=CC=O,"smoky,cinnamon,vanilla,cherry"
c1c(ccc(C=CC=O)c1)OC,"smoky,cinnamon,vanilla,cherry"
c1c(ccc(c1)OC)C=CC=O,"smoky,cinnamon,vanilla,cherry"
O=CC=Cc1ccc(cc1)OC,"smoky,cinnamon,vanilla,cherry"
c1(ccc(OC)cc1)C=CC=O,"smoky,cinnamon,vanilla,cherry"
c1cc(C=CC=O)ccc1OC,"smoky,cinnamon,vanilla,cherry"
c1(C=CC=O)ccc(cc1)OC,"smoky,cinnamon,vanilla,cherry"
C[C@@H](CC)C(=O)OC,"apple"
CC[C@H](C)C(=O)OC,"apple"
C([C@@H](C)CC)(=O)OC,"apple"
O(C)C(=O)[C@@H](C)CC,"apple"
[C@@H](CC)(C)C(=O)OC,"apple"
C[C@@H](CC)C(OC)=O,"apple"
COC([C@H](CC)C)=O,"apple"
[C@H](CC)(C(OC)=O)C,"apple"
COC(=O)[C@@H](C)CC,"apple"
C([C@H](CC)C)(OC)=O,"apple"
COC([C@@H](C)CC)=O,"apple"
C[C@H](C(=O)OC)CC,"apple"
CC[C@@H](C(=O)OC)C,"apple"
C(OC)([C@@H](C)CC)=O,"apple"
[C@H](CC)(C(=O)OC)C,"apple"
C([C@@H](C(OC)=O)C)C,"apple"
O(C([C@@H](C)CC)=O)C,"apple"
O=Cc1oc(CO)cc1,"fatty,burnt,waxy,caramellic"
C(=O)c1oc(CO)cc1,"fatty,burnt,waxy,caramellic"
OCc1oc(C=O)cc1,"fatty,burnt,waxy,caramellic"
C(c1ccc(C=O)o1)O,"fatty,burnt,waxy,caramellic"
c1cc(oc1C=O)CO,"fatty,burnt,waxy,caramellic"
c1c(oc(CO)c1)C=O,"fatty,burnt,waxy,caramellic"
C(c1oc(C=O)cc1)O,"fatty,burnt,waxy,caramellic"
c1(oc(C=O)cc1)CO,"fatty,burnt,waxy,caramellic"
c1(C=O)ccc(o1)CO,"fatty,burnt,waxy,caramellic"
o1c(ccc1CO)C=O,"fatty,burnt,waxy,caramellic"
c1c(oc(C=O)c1)CO,"fatty,burnt,waxy,caramellic"
C(c1ccc(o1)CO)=O,"fatty,burnt,waxy,caramellic"
O=Cc1oc(cc1)CO,"fatty,burnt,waxy,caramellic"
c1cc(oc1CO)C=O,"fatty,burnt,waxy,caramellic"
OCc1ccc(o1)C=O,"fatty,burnt,waxy,caramellic"
c1(C=O)ccc(CO)o1,"fatty,burnt,waxy,caramellic"
c1cc(CO)oc1C=O,"fatty,burnt,waxy,caramellic"
c1c(CO)oc(C=O)c1,"fatty,burnt,waxy,caramellic"
CC1C(=O)C(=C(C)O1)O,"berry,clean,caramellic"
CC1OC(C)C(C=1O)=O,"berry,clean,caramellic"
C1(C)OC(C)C(C=1O)=O,"berry,clean,caramellic"
C1(=C(C)OC(C1=O)C)O,"berry,clean,caramellic"
CC1OC(C)=C(O)C1=O,"berry,clean,caramellic"
O1C(C)C(=O)C(O)=C1C,"berry,clean,caramellic"
OC1C(C(C)OC=1C)=O,"berry,clean,caramellic"
CC1C(C(O)=C(C)O1)=O,"berry,clean,caramellic"
O1C(C)=C(C(=O)C1C)O,"berry,clean,caramellic"
CC1OC(=C(O)C1=O)C,"berry,clean,caramellic"
C1(=C(O)C(=O)C(O1)C)C,"berry,clean,caramellic"
O=C1C(C)OC(=C1O)C,"berry,clean,caramellic"
CC1C(=O)C(O)=C(C)O1,"berry,clean,caramellic"
C1(OC(C)=C(O)C1=O)C,"berry,clean,caramellic"
C1(=O)C(C)OC(C)=C1O,"berry,clean,caramellic"
C1(C(C(OC=1C)C)=O)O,"berry,clean,caramellic"
C1(O)C(C(OC=1C)C)=O,"berry,clean,caramellic"
C1(C(=C(OC1C)C)O)=O,"berry,clean,caramellic"
C1(=O)C(OC(=C1O)C)C,"berry,clean,caramellic"
C1(OC(C)C(=O)C=1OC(=O)C)C,"fresh,berry"
CC(OC1C(C(C)OC=1C)=O)=O,"fresh,berry"
C(OC1C(C(C)OC=1C)=O)(=O)C,"fresh,berry"
C1(C(C)OC(C)=C1OC(C)=O)=O,"fresh,berry"
CC1=C(OC(=O)C)C(=O)C(C)O1,"fresh,berry"
C1(=O)C(OC(C)=O)=C(OC1C)C,"fresh,berry"
CC1C(=O)C(OC(=O)C)=C(O1)C,"fresh,berry"
CC1=C(OC(=O)C)C(C(O1)C)=O,"fresh,berry"
CC1OC(C)C(C=1OC(C)=O)=O,"fresh,berry"
C1(=O)C(=C(C)OC1C)OC(C)=O,"fresh,berry"
O=C(OC1=C(OC(C)C1=O)C)C,"fresh,berry"
C(OC1=C(OC(C)C1=O)C)(=O)C,"fresh,berry"
CC(=O)OC1=C(C)OC(C1=O)C,"fresh,berry"
CC1OC(=C(OC(=O)C)C1=O)C,"fresh,berry"
C1(C)=C(C(=O)C(O1)C)OC(C)=O,"fresh,berry"
C1(=C(C(=O)C(C)O1)OC(=O)C)C,"fresh,berry"
C1(=C(OC(C)=O)C(C(C)O1)=O)C,"fresh,berry"
CC1C(=O)C(=C(O1)C)OC(C)=O,"fresh,berry"
C1(C)C(=O)C(=C(O1)C)OC(=O)C,"fresh,berry"
C(C)(=O)OC1=C(C)OC(C1=O)C,"fresh,berry"
O(C(C)=O)C1C(C(OC=1C)C)=O,"fresh,berry"
C1(C)OC(C)OC(C)O1,"sweet,resinous"
O1C(C)OC(C)OC1C,"sweet,resinous"
CC1OC(C)OC(O1)C,"sweet,resinous"
CC1OC(OC(O1)C)C,"sweet,resinous"
O1C(OC(C)OC1C)C,"sweet,resinous"
C1(C)OC(OC(O1)C)C,"sweet,resinous"
C1(C)OC(OC(C)O1)C,"sweet,resinous"
CC1OC(C)OC(C)O1,"sweet,resinous"
O1C(C)OC(OC1C)C,"sweet,resinous"
C1(OC(OC(O1)C)C)C,"sweet,resinous"
C1(C)OC(C)OC(O1)C,"sweet,resinous"
c1c(cc(OC)c(OC(=O)CC(C)C)c1)CC=C,"fruity,clove"
c1c(cc(OC)c(OC(CC(C)C)=O)c1)CC=C,"fruity,clove"
CC(CC(=O)Oc1c(OC)cc(cc1)CC=C)C,"fruity,clove"
c1(CC=C)ccc(OC(=O)CC(C)C)c(c1)OC,"fruity,clove"
O=C(Oc1c(OC)cc(CC=C)cc1)CC(C)C,"fruity,clove"
C=CCc1ccc(c(c1)OC)OC(=O)CC(C)C,"fruity,clove"
c1c(CC=C)cc(c(OC(=O)CC(C)C)c1)OC,"fruity,clove"
C(Cc1ccc(c(OC)c1)OC(CC(C)C)=O)=C,"fruity,clove"
O(c1cc(ccc1OC(CC(C)C)=O)CC=C)C,"fruity,clove"
O(C(=O)CC(C)C)c1ccc(CC=C)cc1OC,"fruity,clove"
C=CCc1cc(c(cc1)OC(=O)CC(C)C)OC,"fruity,clove"
c1(c(cc(cc1)CC=C)OC)OC(=O)CC(C)C,"fruity,clove"
c1(CC=C)cc(c(cc1)OC(CC(C)C)=O)OC,"fruity,clove"
C(CC(C)C)(Oc1c(cc(CC=C)cc1)OC)=O,"fruity,clove"
CC(CC(=O)Oc1ccc(CC=C)cc1OC)C,"fruity,clove"
O(C)c1cc(ccc1OC(=O)CC(C)C)CC=C,"fruity,clove"
C(Cc1ccc(OC(=O)CC(C)C)c(OC)c1)=C,"fruity,clove"
C=CCc1cc(OC)c(cc1)OC(=O)CC(C)C,"fruity,clove"
c1(c(ccc(c1)CC=C)OC(CC(C)C)=O)OC,"fruity,clove"
c1c(ccc(c1OC)OC(=O)CC(C)C)CC=C,"fruity,clove"
c1cc(cc(OC)c1OC(=O)CC(C)C)CC=C,"fruity,clove"
c1cc(ccc1CCN)O,"meat,rancid,cooked,phenolic,plastic"
c1cc(O)ccc1CCN,"meat,rancid,cooked,phenolic,plastic"
C(c1ccc(O)cc1)CN,"meat,rancid,cooked,phenolic,plastic"
C(CN)c1ccc(O)cc1,"meat,rancid,cooked,phenolic,plastic"
c1c(O)ccc(CCN)c1,"meat,rancid,cooked,phenolic,plastic"
c1cc(ccc1O)CCN,"meat,rancid,cooked,phenolic,plastic"
